Exchange,Symbol,Name,InstrumentType,FirstIpoDate,Source
NASDAQ,DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRDB,Roman DBDR Acquisition Corp. II - Ordinary shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRDBU,Roman DBDR Acquisition Corp. II - Unit,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRDBW,Roman DBDR Acquisition Corp. II - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRH,Diamondrock Hospitality Company - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRIO,DarioHealth Corp. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRIV,Global X Autonomous & Electric Vehicles ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DRMA,"Dermata Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRMAW,"Dermata Therapeutics, Inc. - Warrant",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRNZ,REX Drone ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DRS,"Leonardo DRS, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRTSW,Alpha Tau Medical Ltd. - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRUG,Bright Minds Biosciences Inc. - common stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DRVN,Driven Brands Holdings Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSAC,Daedalus Special Acquisition Corp. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSACU,Daedalus Special Acquisition Corp. - Unit,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSACW,Daedalus Special Acquisition Corp. - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSC,DSC Holdings Ltd. - American Depositary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSGN,"Design Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSGR,"Distribution Solutions Group, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSGX,The Descartes Systems Group Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSP,Viant Technology Inc. - common stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSWL,"Deswell Industries, Inc. - Common Shares",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSY,Big Tree Cloud Holdings Limited - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DSYWW,Big Tree Cloud Holdings Limited - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTCR,Global X Data Center & Digital Infrastructure ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DTCX,"Datacentrex, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTI,Drilling Tools International Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTIL,"Precision BioSciences, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTSQ,DT Cloud Star Acquisition Corporation - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTSQR,DT Cloud Star Acquisition Corporation - Right,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTSQU,DT Cloud Star Acquisition Corporation - Units,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTSS,Datasea Intelligent Technology Ltd. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DTST,Data Storage Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUKH,Ocean Park High Income ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DUKR,DUKE Robotics Corp. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUKRW,DUKE Robotics Corp. - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUKX,Ocean Park International ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DUO,Fangdd Network Group Ltd. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUOG,Leverage Shares 2X Long DUOL Daily ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DUOL,"Duolingo, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUOT,"Duos Technologies Group, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DUSG,U.S. Small Cap Growth Portfolio: ETF Class Shares,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVGR,DAC 3D Dividend Growth ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVIN,WEBs Industrials XLI Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVLT,Datavault AI Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DVLU,First Trust Dorsey Wright Momentum & Value ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVQQ,WEBs QQQ Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVRE,WEBs Real Estate XLRE Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVSP,WEBs SPY Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVUT,WEBs Utilities XLU Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXB,WEBs Materials XLB Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXC,WEBs Communication Services XLC Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXE,WEBs Energy XLE Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXF,WEBs Financial XLF Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXK,WEBs Technology XLK Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXP,WEBs Consumer Staples XLP Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXV,WEBs Health Care XLV Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVXY,WEBs Consumer Discretionary XLY Defined Volatility ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DVY,iShares Select Dividend ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DWSH,AdvisorShares Dorsey Wright Short ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DWSN,Dawson Geophysical Company - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DWTX,"Dogwood Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DXCM,"DexCom, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DXLG,"Destination XL Group, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DXPE,"DXP Enterprises, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DXR,Daxor Corporation - Closed End Fund,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DXST,Decent Holding Inc. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYAI,"Dyadic International, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYFI,IDX Dynamic Fixed Income ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DYN,"Dyne Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYNB,Hartford Dynamic Bond ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,DYNC,Dynamix Corporation - Class A Ordinary Share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYNCU,Dynamix Corporation - Unit,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYNCW,Dynamix Corporation - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYOR,Insight Digital Partners II - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYORU,Insight Digital Partners II - Units,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYORW,Insight Digital Partners II - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,DYTA,SGI Dynamic Tactical ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EA,Electronic Arts Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EART,Global X Rare Earth & Critical Materials ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EASY,Liberty One Defensive Dividend Growth ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EBAY,eBay Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EBC,"Eastern Bankshares, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EBI,Longview Advantage ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EBIZ,Global X E-commerce ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECBK,"ECB Bancorp, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECHO,EchoStar Corporation - Common stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECHX,Leverage Shares 2X Long ECHO Daily ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ECOR,"electroCore, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ECPG,Encore Capital Group Inc - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECX,ECARX Holdings Inc. - Class A Ordinary shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ECXWW,ECARX Holdings Inc. - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDBL,Edible Garden AG Incorporated - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDBLW,Edible Garden AG Incorporated - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDHL,Everbright Digital Holding Limited - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDIT,"Editas Medicine, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDRY,EuroDry Ltd. - Common Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDSA,"Edesa Biotech, Inc. - Common Shares",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EDUC,Educational Development Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EEE,CYBER HORNET S&P 500 and Ethereum 75/25 Strategy ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EEFT,"Euronet Worldwide, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EEIQ,EpicQuest Education Group International Limited - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EEMA,iShares MSCI Emerging Markets Asia ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EFAS,Global X MSCI SuperDividend EAFE ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EFOI,"Energy Focus, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EFRA,iShares Environmental Infrastructure and Industrials ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EFSC,Enterprise Financial Services Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EFSI,Eagle Financial Services Inc - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGAN,eGain Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGBN,"Eagle Bancorp, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGGQ,NestYield Visionary ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EGHA,EGH Acquisition Corp. - Class A ordinary shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGHAR,EGH Acquisition Corp. - rights,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGHAU,EGH Acquisition Corp. - Unit,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EGHT,8x8 Inc - Common stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EH,EHang Holdings Limited - ADS,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EHGO,Eshallgo Inc. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EHLD,Euroholdings Ltd. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EHLS,Even Herd Long Short ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EHTH,"eHealth, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EIKN,"Eikon Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EJH,E-Home Household Service Holdings Limited - Ordinary shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ELAB,PMGC Holdings Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELBM,Electra Battery Materials Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELE,Elemental Royalty Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELFY,ALPS Electrification Infrastructure ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ELIL,Direxion Daily LLY Bull 2X ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ELMT,The Elmet Group Co. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELOG,Eastern International Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELPW,Elong Power Holding Limited - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELSE,"Electro-Sensors, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELTK,Eltek Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELTX,"Elicio Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELUT,"Elutia, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELVA,Electrovaya Inc. - Common Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELVN,"Enliven Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELVR,Elevra Lithium Limited - American Depository Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ELWT,"Elauwit Connection, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMAT,Evolution Metals & Technologies Corp. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMBC,Embecta Corp. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMCB,WisdomTree Emerging Markets Corporate Bond Fund,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMEM,Sophus Capital Emerging Market ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMEQ,Nomura Focused Emerging Markets Equity ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMIF,iShares Emerging Markets Infrastructure ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMISR,Emmis Acquisition Corp. - Rights,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EML,Eastern Company (The) - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMPD,Empery Digital Inc. - Common stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMPG,Empro Group Inc. - Ordinary shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EMSC,Sophus Capital Emerging Market Small Cap ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMXC,iShares MSCI Emerging Markets ex China ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EMXF,iShares ESG Advanced MSCI EM ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ENDW,Cambria Endowment Style ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ENGN,enGene Therapeutics Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENGNW,enGene Therapeutics Inc. - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENGS,Energys Group Limited - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENHI,iShares Enhanced International Active ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ENHU,iShares Enhanced Large Cap Core Active ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENLV,Enlivex Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENPH,"Enphase Energy, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENRD,Einride AB - American Depositary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENRDW,Einride AB - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENSC,"Ensysce Biosciences, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENSG,"The Ensign Group, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENTG,"Entegris, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENTX,Entera Bio Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENVB,"Enveric Biosciences, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENVX,Enovix Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ENZL,iShares MSCI New Zealand ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EOLS,"Evolus, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EOSE,"Eos Energy Enterprises, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EPOW,E-Power Inc. - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EPSN,Epsilon Energy Ltd. - Common Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EQ,"Equillium, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EQIX,"Equinix, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EQPT,EquipmentShare.com Inc - Class A Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EQRR,ProShares Equities for Rising Rates ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ERAS,"Erasca, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ERET,iShares Environmentally Aware Real Estate ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ERIE,Erie Indemnity Company - Class A Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ERII,"Energy Recovery, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ERNA,Ernexa Therapeutics Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ERNAW,Ernexa Therapeutics Inc. - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESCA,"Escalade, Incorporated - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESEA,Euroseas Ltd. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESGD,iShares ESG Aware MSCI EAFE ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESGE,iShares ESG Aware MSCI EM ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESGU,iShares ESG Aware MSCI USA ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESLA,"Estrella Immunopharma, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESLAW,"Estrella Immunopharma, Inc. - Warrant",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESLT,Elbit Systems Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESMV,iShares ESG Optimized MSCI USA Min Vol Factor ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESN,Essential 40 Stock ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESOA,Energy Services of America Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESPO,VanEck Video Gaming and eSports ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ESPR,"Esperion Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESQ,"Esquire Financial Holdings, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ESTA,Establishment Labs Holdings Inc. - Common Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ETEC,iShares Breakthrough Environmental Solutions ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ETHA,iShares Ethereum Trust ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ETHB,iShares Staked Ethereum Trust ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,ETON,"Eton Pharmaceuticals, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,ETOR,eToro Group Ltd. - Class A Common Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,ETS,Elite Express Holding Inc. - Class A Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EU,enCore Energy Corp. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EUDA,Euda Health Holdings Limited - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EUDAW,Euda Health Holdings Limited - Warrant,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EUFN,iShares MSCI Europe Financials ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EURK,Eureka Acquisition Corp - Class A Ordinary Share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EURKR,Eureka Acquisition Corp - Right,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EURKU,Eureka Acquisition Corp - Unit,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVAX,Evaxion A/S - American Depositary Share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVCM,EverCommerce Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVER,"EverQuote, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVGN,Evogene Ltd. - Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVGO,EVgo Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVOXU,Evolution Global Acquisition Corp - Units,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVOXW,Evolution Global Acquisition Corp - Warrants,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVPF,Eaton Vance Preferred Securities and Income ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EVRG,"Evergy, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVSD,Eaton Vance Short Duration Income ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EVTV,"Envirotech Vehicles, Inc. - Common stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EVYM,Eaton Vance High Income Municipal ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EWBC,"East West Bancorp, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EWJV,iShares MSCI Japan Value ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EWTX,"Edgewise Therapeutics, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EWZS,iShares MSCI Brazil Small-Cap ETF,ETF,,nasdaq_trader_symbol_directory
NASDAQ,EXC,Exelon Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EXE,Expand Energy Corporation - Common Stock,Stock,,nasdaq_trader_symbol_directory
NASDAQ,EXEL,"Exelixis, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EXFY,"Expensify, Inc. - Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EXLS,"ExlService Holdings, Inc. - Common Stock",Stock,,nasdaq_trader_symbol_directory
NASDAQ,EXOZ,eXoZymes Inc. - Common Stock,Stock,,nasdaq_trader_symbol_directory
