Exchange,Symbol,Name,InstrumentType,FirstIpoDate,Source
AMEX,SER,"Serina Therapeutics, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,SIF,"SIFCO Industries, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",Stock,,nasdaq_trader_symbol_directory
AMEX,SLI,Standard Lithium Ltd. Common Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,SLND,"Southland Holdings, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,SLND.W,"Southland Holdings, Inc. Warrants",Stock,,nasdaq_trader_symbol_directory
AMEX,SLSR,Solaris Resources Inc. Common Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,SMJF,SMJ International Holdings Inc. Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,SOAR,"Volato Group, Inc. Class A Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,SRXH,"SRX Health Solutions, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,STRW,"Strawberry Fields REIT, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,STXS,"Stereotaxis, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,SVM,Silvercorp Metals Inc. Common Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,SYNX,Silynxcom Ltd. Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,TGB,"Taseko Mines, Ltd. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,TGE.W,"The Generation Essentials Group Warrants, each whole warrant exercisable for one Class A Ordinary Share",Stock,,nasdaq_trader_symbol_directory
AMEX,TGEN,Tecogen Inc. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,THM,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)",Stock,,nasdaq_trader_symbol_directory
AMEX,TII,Titan Mining Corporation Common Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,TMDE,TMD Energy Limited Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,TMP,Tompkins Financial Corporation Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,TMQ,Trilogy Metals Inc. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,TOON,"Kartoon Studios, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,TOPP,Toppoint Holdings Inc. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,TOPS,"TOP Ships, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,TOVX,"Theriva Biologics, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,TPET,Trio Petroleum Corp. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,TRT,Trio-Tech International Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,TRX,TRX Gold Corporation Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,UAC,United Acquisition Corp. I Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,UAC.U,"United Acquisition Corp. I Units, each consisting of one Class A ordinary share and one-quarter of one redeemable warrant",Stock,,nasdaq_trader_symbol_directory
AMEX,UAC.W,"United Acquisition Corp. I Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",Stock,,nasdaq_trader_symbol_directory
AMEX,UAVS,"AgEagle Aerial Systems, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,UEC,Uranium Energy Corp. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,UMAC,"Unusual Machines, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,URG,Ur Energy Inc Common Shares (Canada),Stock,,nasdaq_trader_symbol_directory
AMEX,USAS,"Americas Gold and Silver Corporation Common Shares, no par value",Stock,,nasdaq_trader_symbol_directory
AMEX,USBC,"USBC, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,Stock,,nasdaq_trader_symbol_directory
AMEX,UUU,"Universal Safety Products, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,UUUU,Energy Fuels Inc Ordinary Shares (Canada),Stock,,nasdaq_trader_symbol_directory
AMEX,VENU,Venu Holding Corporation Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,VFL,abrdn National Municipal Income Fund Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,VGZ,Vista Gold Corp Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,VIDA,VIDA Global Inc. Class A Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),Stock,,nasdaq_trader_symbol_directory
AMEX,VNRX,VolitionRX Limited Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,VNTG,Vantage Corp Class A Ordinary Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,VTAK,"Catheter Precision, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,VZLA,Vizsla Silver Corp. Common Shares,Stock,,nasdaq_trader_symbol_directory
AMEX,WRN,Western Copper and Gold Corporation Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,WWR,"Westwater Resources, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,WYY,WidePoint Corporation Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,XPL,Solitario Resources Corp. Common Stock,Stock,,nasdaq_trader_symbol_directory
AMEX,XTNT,"Xtant Medical Holdings, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,YCBD,"cbdMD, Inc. Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,ZDGE,"Zedge, Inc. Class B Common Stock",Stock,,nasdaq_trader_symbol_directory
AMEX,ZONE,CleanCore Solutions Inc. Class B Common Stock,Stock,,nasdaq_trader_symbol_directory
